ORDNUM,ORDSTATUS,TOTAL,CUSNUM,ORDTIME,ORDTYPE,RESNUM
7509,완료,8000,,2019-05-20 19:13:37,매장,
7510,완료,3000,,2019-05-22 07:06:55,테이크아웃,
7511,완료,28000,,2019-05-26 16:36:20,테이크아웃,
7512,완료,2000,,2019-05-21 06:51:11,매장,
7513,취소,6000,,2019-05-26 06:02:00,테이크아웃,
7514,완료,20500,,2019-05-21 15:59:22,테이크아웃,
7515,완료,8000,83,2019-05-22 07:48:18,테이크아웃,
7516,완료,33500,224,2019-05-22 13:14:47,테이크아웃,
7517,완료,11000,298,2019-05-25 18:49:52,테이크아웃,
7518,완료,16500,55,2019-05-25 13:16:48,테이크아웃,
7519,취소,4000,,2019-05-23 15:17:58,매장,
7520,완료,13500,167,2019-05-25 13:42:47,매장,
7521,완료,2500,581,2019-05-26 10:24:10,테이크아웃,
7522,완료,14500,519,2019-05-22 11:41:57,매장,
7523,완료,15000,,2019-05-21 13:50:15,테이크아웃,
7524,완료,5500,344,2019-05-23 16:40:35,테이크아웃,
7525,완료,7000,,2019-05-26 19:55:52,테이크아웃,
7526,완료,4000,480,2019-05-20 09:44:47,테이크아웃,
7527,완료,6000,103,2019-05-26 09:30:40,테이크아웃,
7528,완료,8000,534,2019-05-20 14:18:55,매장,
7529,완료,16500,364,2019-05-26 06:38:52,매장,
7530,완료,20500,,2019-05-26 22:35:11,매장,
7531,취소,8000,582,2019-05-20 21:12:15,테이크아웃,
7532,완료,5000,583,2019-05-22 11:45:40,매장,
7533,완료,16500,295,2019-05-22 08:02:23,테이크아웃,
7534,완료,10000,188,2019-05-25 16:41:16,매장,
7535,취소,8000,,2019-05-26 23:04:41,테이크아웃,
7536,완료,16500,,2019-05-25 13:34:02,테이크아웃,
7537,완료,1500,569,2019-05-26 12:59:25,테이크아웃,
7538,완료,5500,,2019-05-26 11:32:49,테이크아웃,
7539,완료,16500,163,2019-05-21 06:55:53,테이크아웃,
7540,완료,22500,584,2019-05-23 16:04:49,매장,
7541,완료,5000,532,2019-05-21 14:24:40,테이크아웃,
7542,취소,16500,,2019-05-25 14:07:37,매장,
7543,완료,3000,322,2019-05-26 06:22:28,매장,
7544,완료,9000,172,2019-05-26 11:07:44,테이크아웃,
7545,완료,3000,314,2019-05-26 10:13:22,매장,
7546,완료,5500,361,2019-05-25 06:55:55,테이크아웃,
7547,완료,4000,162,2019-05-21 06:01:51,테이크아웃,
7548,완료,7000,392,2019-05-26 13:35:44,테이크아웃,
7549,완료,2000,,2019-05-20 08:40:34,테이크아웃,
7550,완료,7000,13,2019-05-25 11:05:29,테이크아웃,
7551,완료,10000,123,2019-05-25 13:53:08,매장,
7552,완료,4500,,2019-05-23 15:00:34,테이크아웃,
7553,완료,4000,,2019-05-26 23:04:03,테이크아웃,
7554,완료,11000,,2019-05-26 09:49:03,테이크아웃,
7555,완료,12000,366,2019-05-22 10:11:44,테이크아웃,
7556,완료,4000,476,2019-05-21 13:16:13,테이크아웃,
7557,완료,16500,302,2019-05-22 21:06:38,테이크아웃,
7558,완료,15000,585,2019-05-26 08:48:25,테이크아웃,
7559,완료,8000,586,2019-05-23 11:33:36,매장,
7560,완료,12500,498,2019-05-23 14:00:29,테이크아웃,
7561,완료,22500,380,2019-05-25 22:01:01,테이크아웃,
7562,완료,10000,,2019-05-23 21:44:36,테이크아웃,
7563,완료,2500,,2019-05-21 23:49:57,테이크아웃,
7564,완료,4500,517,2019-05-22 23:34:17,테이크아웃,
7565,완료,16500,587,2019-05-20 23:21:04,테이크아웃,
7566,완료,15000,172,2019-05-22 12:33:32,매장,
7567,완료,17000,,2019-05-23 13:37:39,테이크아웃,
7568,완료,4000,,2019-05-26 21:54:49,테이크아웃,
7569,완료,5000,89,2019-05-21 16:17:52,테이크아웃,
7570,완료,4500,,2019-05-21 09:58:12,테이크아웃,
7571,완료,5000,126,2019-05-23 21:21:02,테이크아웃,
7572,완료,19500,223,2019-05-20 15:02:58,테이크아웃,
7573,완료,4500,,2019-05-21 13:00:56,매장,
7574,완료,7000,153,2019-05-26 08:54:53,테이크아웃,
7575,완료,2000,110,2019-05-25 18:41:48,테이크아웃,
7576,완료,2500,,2019-05-23 16:49:28,매장,
7577,완료,6000,372,2019-05-26 17:35:40,매장,
7578,완료,11000,,2019-05-23 08:12:24,테이크아웃,
7579,완료,16500,34,2019-05-26 08:21:02,테이크아웃,
7580,완료,10000,559,2019-05-25 22:35:12,매장,
7581,완료,8000,331,2019-05-25 15:50:40,매장,
7582,완료,5500,238,2019-05-22 06:57:09,매장,
7583,취소,3000,508,2019-05-25 11:13:44,테이크아웃,
7584,취소,10500,523,2019-05-26 13:44:26,매장,
7585,완료,4000,499,2019-05-23 12:59:59,매장,
7586,완료,16500,173,2019-05-22 21:49:41,테이크아웃,
7587,완료,12000,72,2019-05-21 11:42:38,테이크아웃,
7588,완료,8000,558,2019-05-26 07:21:13,테이크아웃,
7589,완료,3000,216,2019-05-23 07:50:50,테이크아웃,
7590,완료,5500,588,2019-05-26 14:58:14,테이크아웃,
7591,완료,21500,205,2019-05-23 16:04:04,테이크아웃,
7592,완료,12000,,2019-05-26 14:41:06,테이크아웃,
7593,취소,10000,,2019-05-25 06:06:18,매장,
7594,완료,1500,491,2019-05-23 09:08:38,매장,
7595,취소,3000,,2019-05-25 19:46:31,테이크아웃,
7596,완료,4500,589,2019-05-26 12:00:10,테이크아웃,
7597,완료,10500,212,2019-05-22 14:30:25,테이크아웃,
7598,완료,4000,295,2019-05-21 10:21:24,테이크아웃,
7599,완료,3000,31,2019-05-21 17:35:27,테이크아웃,
7600,완료,11000,,2019-05-20 11:00:54,테이크아웃,
7601,완료,15000,,2019-05-20 11:00:26,테이크아웃,
7602,완료,8000,542,2019-05-20 20:46:48,테이크아웃,
7603,완료,16500,397,2019-05-23 16:06:30,매장,
7604,완료,23500,,2019-05-26 23:30:48,테이크아웃,
7605,완료,12000,32,2019-05-20 22:59:15,테이크아웃,
7606,완료,9000,,2019-05-25 07:29:47,테이크아웃,
7607,완료,13500,,2019-05-26 12:14:19,테이크아웃,
7608,완료,24500,67,2019-05-20 13:47:44,매장,
7609,완료,9000,,2019-05-26 14:29:34,테이크아웃,
7610,완료,4000,,2019-05-25 16:10:04,테이크아웃,
7611,완료,5000,524,2019-05-21 10:51:52,테이크아웃,
7612,완료,6000,346,2019-05-22 18:51:03,테이크아웃,
7613,완료,4000,,2019-05-22 23:49:46,테이크아웃,
7614,완료,4500,361,2019-05-26 16:43:55,테이크아웃,
7615,완료,7000,531,2019-05-21 09:36:25,테이크아웃,
7616,완료,27000,161,2019-05-20 23:12:53,테이크아웃,
7617,취소,4000,573,2019-05-26 13:40:08,테이크아웃,
7618,완료,6000,361,2019-05-26 21:55:06,테이크아웃,
7619,완료,24000,461,2019-05-25 20:20:40,테이크아웃,
7620,완료,16500,325,2019-05-22 17:34:44,테이크아웃,
7621,완료,1500,353,2019-05-20 13:17:10,테이크아웃,
7622,완료,9000,590,2019-05-22 17:34:23,테이크아웃,
7623,완료,6000,24,2019-05-22 12:32:50,테이크아웃,
7624,완료,16500,,2019-05-21 16:11:38,매장,
7625,완료,4000,569,2019-05-21 23:21:57,테이크아웃,
7626,완료,3000,,2019-05-21 19:21:47,매장,
7627,완료,16500,203,2019-05-20 23:08:28,테이크아웃,
7628,완료,22000,,2019-05-22 11:10:11,테이크아웃,
7629,완료,4500,591,2019-05-26 14:42:18,매장,
7630,완료,6000,76,2019-05-23 22:52:46,테이크아웃,
7631,완료,15000,336,2019-05-23 17:48:09,테이크아웃,
7632,완료,17000,350,2019-05-25 21:17:53,테이크아웃,
7633,완료,1500,478,2019-05-20 15:54:52,테이크아웃,
7634,완료,13500,,2019-05-23 12:27:04,테이크아웃,
7635,취소,1500,592,2019-05-20 07:05:43,테이크아웃,
7636,완료,2000,440,2019-05-22 21:51:41,테이크아웃,
7637,완료,10000,111,2019-05-20 13:01:42,매장,
7638,완료,9000,593,2019-05-26 14:47:49,매장,
7639,완료,9000,57,2019-05-23 21:52:18,테이크아웃,
7640,완료,6000,539,2019-05-20 15:24:50,테이크아웃,
7641,완료,19000,594,2019-05-23 16:12:16,매장,
7642,완료,25500,,2019-05-26 21:37:10,매장,
7643,완료,9000,595,2019-05-22 17:42:20,매장,
7644,완료,6000,280,2019-05-21 12:31:14,테이크아웃,
7645,완료,10500,541,2019-05-26 13:22:40,매장,
7646,완료,8000,,2019-05-25 16:25:19,매장,
7647,완료,4500,244,2019-05-26 15:55:58,매장,
7648,완료,23000,6,2019-05-26 23:57:30,테이크아웃,
7649,완료,3000,402,2019-05-21 16:00:27,매장,
7650,완료,4500,385,2019-05-25 07:20:48,매장,
7651,완료,1500,577,2019-05-22 08:54:10,테이크아웃,
7652,완료,15000,596,2019-05-22 11:46:16,테이크아웃,
7653,완료,26000,208,2019-05-26 22:57:10,테이크아웃,
7654,완료,4000,361,2019-05-26 06:14:38,테이크아웃,
7655,취소,5000,442,2019-05-22 18:00:16,테이크아웃,
7656,완료,4500,,2019-05-25 10:28:05,테이크아웃,
7657,완료,8000,,2019-05-26 10:07:00,테이크아웃,
7658,완료,16500,,2019-05-23 11:32:44,테이크아웃,
7659,완료,12000,,2019-05-26 20:25:12,매장,
7660,완료,12000,217,2019-05-20 21:20:14,매장,
7661,완료,27500,547,2019-05-21 17:32:20,매장,
7662,완료,4000,597,2019-05-23 13:05:39,테이크아웃,
7663,완료,3000,156,2019-05-25 13:49:10,테이크아웃,
7664,완료,15000,480,2019-05-23 22:52:31,매장,
7665,완료,16500,598,2019-05-21 21:25:56,테이크아웃,
7666,완료,9500,65,2019-05-23 22:13:47,테이크아웃,
7667,완료,3000,150,2019-05-25 07:38:38,테이크아웃,
7668,취소,1500,,2019-05-26 14:44:59,매장,
7669,완료,5000,,2019-05-22 16:06:13,테이크아웃,
7670,완료,16500,599,2019-05-20 14:43:43,매장,
7671,완료,6000,,2019-05-26 15:37:59,테이크아웃,
7672,취소,5500,557,2019-05-22 23:52:48,테이크아웃,
7673,완료,2500,600,2019-05-20 07:26:46,테이크아웃,
7674,완료,5500,601,2019-05-22 17:03:02,테이크아웃,
7675,완료,7000,165,2019-05-22 15:10:40,테이크아웃,
7676,완료,10000,,2019-05-25 21:53:21,테이크아웃,
7677,완료,10000,338,2019-05-22 16:49:51,테이크아웃,
7678,완료,8000,454,2019-05-21 16:30:05,테이크아웃,
7679,취소,5500,336,2019-05-20 07:20:10,테이크아웃,
7680,완료,5000,,2019-05-22 23:38:42,테이크아웃,
7681,완료,16500,415,2019-05-22 15:00:47,매장,
7682,완료,13000,571,2019-05-25 21:17:56,테이크아웃,
7683,완료,6000,,2019-05-26 12:27:26,테이크아웃,
7684,완료,8000,154,2019-05-25 08:00:37,테이크아웃,
7685,완료,5000,602,2019-05-25 11:12:32,테이크아웃,
7686,완료,6000,533,2019-05-26 13:23:48,매장,
7687,완료,3500,603,2019-05-21 15:56:50,테이크아웃,
7688,완료,27000,38,2019-05-26 10:48:42,매장,
7689,완료,28500,604,2019-05-26 20:32:16,매장,
7690,완료,16500,591,2019-05-26 23:42:28,테이크아웃,
7691,완료,15000,,2019-05-25 19:08:14,테이크아웃,
7692,완료,1500,90,2019-05-21 16:58:35,테이크아웃,
7693,완료,14500,77,2019-05-23 10:19:37,테이크아웃,
7694,완료,15000,,2019-05-23 23:13:05,매장,
7695,완료,16500,605,2019-05-23 14:40:03,테이크아웃,
7696,완료,6000,606,2019-05-22 12:23:04,테이크아웃,
7697,완료,14000,,2019-05-23 09:30:16,매장,
7698,완료,18000,607,2019-05-25 15:00:08,테이크아웃,
7699,완료,5000,,2019-05-25 15:39:31,테이크아웃,
7700,완료,12500,608,2019-05-22 14:07:01,테이크아웃,
7701,완료,3000,240,2019-05-21 13:41:41,매장,
7702,완료,24000,330,2019-05-26 14:29:02,테이크아웃,
7703,완료,5000,609,2019-05-21 21:01:39,테이크아웃,
7704,취소,12000,332,2019-05-21 15:51:49,테이크아웃,
7705,완료,6000,,2019-05-26 12:19:44,테이크아웃,
7706,완료,3000,610,2019-05-22 15:16:47,테이크아웃,
7707,완료,4000,423,2019-05-21 15:07:19,테이크아웃,
7708,완료,15500,,2019-05-22 14:37:16,테이크아웃,
7709,완료,24500,67,2019-05-22 08:52:50,테이크아웃,
7710,완료,8000,149,2019-05-23 23:26:43,매장,
7711,완료,7500,252,2019-05-23 15:08:33,테이크아웃,
7712,완료,2500,158,2019-05-22 07:40:18,테이크아웃,
7713,완료,1500,611,2019-05-26 12:01:14,매장,
7714,완료,5000,,2019-05-23 06:24:38,테이크아웃,
7715,완료,8000,94,2019-05-26 19:39:44,매장,
7716,완료,3500,,2019-05-21 11:58:48,테이크아웃,
7717,완료,12000,539,2019-05-22 06:41:50,매장,
7718,완료,10500,477,2019-05-22 07:22:49,테이크아웃,
7719,완료,4000,612,2019-05-20 23:56:35,매장,
7720,완료,12000,613,2019-05-23 23:28:00,매장,
7721,완료,6000,179,2019-05-26 16:12:56,매장,
7722,완료,9000,47,2019-05-22 10:05:00,테이크아웃,
7723,완료,4000,253,2019-05-21 14:39:46,매장,
7724,완료,15000,,2019-05-23 10:44:19,테이크아웃,
7725,취소,8000,194,2019-05-22 21:13:24,테이크아웃,
7726,완료,32000,614,2019-05-20 23:14:58,테이크아웃,
7727,완료,3000,38,2019-05-26 06:22:01,테이크아웃,
7728,완료,10500,,2019-05-20 14:53:16,테이크아웃,
7729,완료,25500,108,2019-05-26 13:05:55,테이크아웃,
7730,완료,5500,387,2019-05-20 13:27:57,테이크아웃,
7731,완료,3000,,2019-05-26 10:19:36,매장,
7732,완료,7000,,2019-05-23 10:56:26,테이크아웃,
7733,완료,25500,,2019-05-26 07:23:50,테이크아웃,
7734,완료,5500,7,2019-05-22 16:29:47,테이크아웃,
7735,완료,15000,325,2019-05-26 12:24:07,테이크아웃,
7736,완료,7500,534,2019-05-25 12:33:33,테이크아웃,
7737,완료,10500,109,2019-05-23 11:20:19,매장,
7738,완료,5000,,2019-05-25 21:16:29,테이크아웃,
7739,완료,4500,,2019-05-20 11:47:49,테이크아웃,
7740,완료,18000,43,2019-05-21 11:45:11,테이크아웃,
7741,완료,5000,199,2019-05-22 09:33:09,테이크아웃,
7742,완료,14500,446,2019-05-26 09:56:21,매장,
7743,완료,24500,615,2019-05-26 11:02:43,매장,
7744,완료,1500,167,2019-05-25 16:28:50,테이크아웃,
7745,완료,7500,616,2019-05-25 21:29:06,테이크아웃,
7746,완료,10000,411,2019-05-22 14:08:46,테이크아웃,
7747,완료,11000,370,2019-05-25 22:45:27,매장,
7748,완료,5500,594,2019-05-25 09:08:09,테이크아웃,
7749,완료,5500,399,2019-05-20 20:46:06,테이크아웃,
7750,완료,8000,,2019-05-23 11:27:51,테이크아웃,
7751,완료,7000,540,2019-05-26 18:43:58,테이크아웃,
7752,완료,8000,440,2019-05-26 22:08:44,테이크아웃,
7753,완료,1500,114,2019-05-25 23:59:20,매장,
7754,완료,5000,173,2019-05-22 07:47:07,매장,
7755,완료,8000,103,2019-05-23 22:01:42,테이크아웃,
7756,완료,2000,281,2019-05-25 21:04:44,테이크아웃,
7757,완료,8000,221,2019-05-26 12:32:54,테이크아웃,
7758,완료,15000,,2019-05-25 14:09:32,테이크아웃,
7759,완료,9000,617,2019-05-22 06:01:20,테이크아웃,
7760,완료,7000,563,2019-05-25 07:57:38,테이크아웃,
7761,완료,3000,,2019-05-23 13:00:19,테이크아웃,
7762,완료,10000,406,2019-05-25 12:10:02,매장,
7763,완료,4000,176,2019-05-26 15:31:06,테이크아웃,
7764,완료,13000,133,2019-05-21 15:04:56,테이크아웃,
7765,완료,3000,526,2019-05-23 19:09:46,테이크아웃,
7766,완료,8000,309,2019-05-22 13:31:34,테이크아웃,
7767,완료,3000,,2019-05-23 15:02:40,매장,
7768,완료,6000,,2019-05-26 12:48:45,테이크아웃,
7769,완료,12000,558,2019-05-21 15:48:12,테이크아웃,
7770,완료,4000,,2019-05-26 11:45:34,매장,
7771,취소,3000,360,2019-05-25 09:02:15,매장,
7772,완료,2000,,2019-05-25 06:30:36,테이크아웃,
7773,완료,3500,615,2019-05-22 23:44:48,테이크아웃,
7774,완료,7500,618,2019-05-26 06:26:02,테이크아웃,
7775,완료,1500,334,2019-05-20 23:17:44,테이크아웃,
7776,완료,4000,73,2019-05-26 07:59:57,매장,
7777,완료,16500,,2019-05-25 09:28:03,테이크아웃,
7778,완료,3000,,2019-05-26 12:18:36,테이크아웃,
7779,완료,4000,,2019-05-20 21:56:41,매장,
7780,완료,15000,603,2019-05-23 16:14:44,테이크아웃,
7781,완료,4000,415,2019-05-20 12:56:38,매장,
7782,완료,7500,619,2019-05-26 16:44:08,매장,
7783,완료,7500,542,2019-05-21 19:19:00,매장,
7784,완료,6000,,2019-05-26 23:30:20,테이크아웃,
7785,완료,3500,264,2019-05-26 15:12:45,테이크아웃,
7786,완료,10000,464,2019-05-20 19:22:51,매장,
7787,완료,8000,221,2019-05-22 13:37:38,매장,
7788,완료,4000,,2019-05-26 15:20:36,테이크아웃,
7789,완료,17000,,2019-05-26 14:48:33,테이크아웃,
7790,완료,15000,466,2019-05-23 18:50:10,테이크아웃,
7791,완료,4500,,2019-05-25 13:32:43,테이크아웃,
7792,완료,5500,501,2019-05-26 14:43:04,매장,
7793,완료,3500,150,2019-05-23 11:04:42,테이크아웃,
7794,완료,12000,,2019-05-23 08:32:22,테이크아웃,
7795,완료,5500,298,2019-05-25 21:49:55,테이크아웃,
7796,완료,8000,550,2019-05-21 09:47:41,테이크아웃,
7797,완료,13000,98,2019-05-25 09:46:18,테이크아웃,
7798,완료,12000,,2019-05-23 20:57:58,테이크아웃,
7799,완료,4500,,2019-05-20 21:43:36,매장,
7800,완료,9000,578,2019-05-26 08:05:13,테이크아웃,
7801,완료,5000,,2019-05-26 13:12:30,테이크아웃,
7802,완료,11000,620,2019-05-22 17:51:19,테이크아웃,
7803,완료,14500,541,2019-05-25 14:38:45,테이크아웃,
7804,완료,3000,134,2019-05-26 08:19:39,테이크아웃,
7805,완료,12500,427,2019-05-20 16:53:00,테이크아웃,
7806,완료,10500,119,2019-05-23 12:19:17,테이크아웃,
7807,완료,5500,240,2019-05-23 12:13:17,테이크아웃,
7808,완료,12000,326,2019-05-26 23:19:00,매장,
7809,완료,6000,,2019-05-23 20:08:24,매장,
7810,완료,6000,506,2019-05-21 11:32:19,매장,
7811,완료,6000,,2019-05-25 06:18:54,매장,
7812,완료,2500,,2019-05-21 06:46:06,테이크아웃,
7813,완료,24000,518,2019-05-20 10:53:01,매장,
7814,완료,6000,,2019-05-21 14:53:09,매장,
7815,완료,9000,111,2019-05-25 12:46:23,테이크아웃,
7816,완료,10000,418,2019-05-22 20:29:04,매장,
7817,완료,5500,49,2019-05-23 14:36:56,테이크아웃,
7818,완료,9000,,2019-05-25 14:02:51,매장,
7819,완료,1500,,2019-05-26 11:05:23,테이크아웃,
7820,취소,2000,320,2019-05-20 13:06:08,테이크아웃,
7821,완료,5000,324,2019-05-21 16:38:10,테이크아웃,
7822,완료,16000,,2019-05-26 06:16:00,테이크아웃,
7823,완료,4500,,2019-05-23 10:59:50,매장,
7824,완료,4500,163,2019-05-26 08:23:14,매장,
7825,완료,21000,341,2019-05-21 16:17:17,테이크아웃,
7826,완료,15000,621,2019-05-23 19:18:47,테이크아웃,
7827,완료,10000,267,2019-05-22 12:20:36,테이크아웃,
7828,취소,4000,536,2019-05-26 07:20:48,매장,
7829,완료,16500,359,2019-05-25 13:22:12,테이크아웃,
7830,완료,6000,,2019-05-26 07:38:08,테이크아웃,
7831,취소,1500,80,2019-05-23 13:14:29,매장,
7832,완료,17000,,2019-05-26 12:30:43,매장,
7833,완료,10000,,2019-05-23 23:32:44,테이크아웃,
7834,완료,3000,400,2019-05-22 12:22:19,테이크아웃,
7835,완료,18500,317,2019-05-22 13:06:54,테이크아웃,
7836,완료,6000,206,2019-05-26 22:19:10,테이크아웃,
7837,완료,9000,581,2019-05-23 14:57:19,매장,
7838,취소,15000,622,2019-05-23 15:37:33,매장,
7839,완료,4000,546,2019-05-22 14:50:19,테이크아웃,
7840,완료,11500,,2019-05-20 11:53:29,매장,
7841,완료,6000,400,2019-05-25 09:33:02,테이크아웃,
7842,완료,8000,16,2019-05-25 08:54:48,테이크아웃,
7843,완료,7500,507,2019-05-23 20:17:54,매장,
7844,완료,8000,285,2019-05-25 21:55:42,매장,
7845,완료,17000,585,2019-05-22 12:55:33,테이크아웃,
7846,완료,3000,560,2019-05-26 13:29:56,매장,
7847,완료,7500,148,2019-05-22 15:11:11,테이크아웃,
7848,완료,3000,,2019-05-20 15:19:47,매장,
7849,완료,5500,116,2019-05-22 18:01:25,테이크아웃,
7850,완료,5500,144,2019-05-26 11:24:57,테이크아웃,
7851,완료,5500,569,2019-05-26 08:24:51,테이크아웃,
7852,완료,6000,481,2019-05-25 16:52:21,매장,
7853,완료,12000,303,2019-05-23 15:01:39,테이크아웃,
7854,완료,10500,474,2019-05-20 21:29:13,테이크아웃,
7855,완료,22000,,2019-05-25 14:37:29,테이크아웃,
7856,완료,1500,,2019-05-23 12:04:26,테이크아웃,
7857,완료,6000,267,2019-05-20 15:47:16,테이크아웃,
7858,완료,7000,220,2019-05-26 09:29:02,테이크아웃,
7859,완료,14000,498,2019-05-22 16:10:25,테이크아웃,
7860,완료,1500,,2019-05-20 22:29:27,테이크아웃,
7861,완료,4000,321,2019-05-23 11:20:20,테이크아웃,
7862,완료,7000,537,2019-05-25 17:15:22,매장,
7863,완료,16500,623,2019-05-23 17:29:29,테이크아웃,
7864,완료,10000,585,2019-05-21 17:37:15,매장,
7865,완료,4000,571,2019-05-26 12:44:27,테이크아웃,
7866,완료,4000,,2019-05-26 15:44:14,테이크아웃,
7867,완료,10500,624,2019-05-20 19:41:39,테이크아웃,
7868,완료,4000,431,2019-05-26 12:01:58,테이크아웃,
7869,완료,4500,251,2019-05-22 21:40:28,테이크아웃,
7870,완료,16500,179,2019-05-21 07:05:01,테이크아웃,
7871,완료,12000,168,2019-05-21 11:12:05,테이크아웃,
7872,완료,6000,610,2019-05-25 17:03:51,테이크아웃,
7873,완료,15000,,2019-05-22 13:26:38,매장,
7874,취소,8000,222,2019-05-25 21:23:05,테이크아웃,
7875,완료,12000,5,2019-05-22 13:05:50,테이크아웃,
7876,완료,4500,,2019-05-26 11:00:56,매장,
7877,완료,15000,215,2019-05-21 15:52:48,테이크아웃,
7878,완료,15000,20,2019-05-23 10:56:50,테이크아웃,
7879,완료,7000,470,2019-05-26 10:12:05,매장,
7880,완료,10000,570,2019-05-20 15:12:43,매장,
7881,완료,23500,,2019-05-21 11:10:14,테이크아웃,
7882,완료,25000,515,2019-05-22 22:22:00,매장,
7883,완료,6000,252,2019-05-22 17:56:20,테이크아웃,
7884,완료,5000,625,2019-05-26 11:11:07,매장,
7885,완료,15000,,2019-05-26 11:40:26,테이크아웃,
7886,완료,5000,,2019-05-20 07:41:39,매장,
7887,완료,10000,,2019-05-21 17:11:10,매장,
7888,완료,8000,131,2019-05-26 09:13:58,테이크아웃,
7889,완료,9000,,2019-05-26 08:45:32,테이크아웃,
7890,완료,31000,413,2019-05-25 15:38:23,매장,
7891,취소,4000,95,2019-05-21 06:17:02,매장,
7892,완료,3000,202,2019-05-25 08:37:37,매장,
7893,완료,24000,616,2019-05-25 11:18:38,테이크아웃,
7894,완료,9000,,2019-05-21 11:47:09,테이크아웃,
7895,완료,15000,112,2019-05-26 22:42:53,매장,
7896,완료,3000,39,2019-05-26 11:12:47,테이크아웃,
7897,완료,3000,411,2019-05-23 16:43:37,매장,
7898,완료,12000,478,2019-05-20 13:02:47,매장,
7899,완료,10500,626,2019-05-26 22:28:11,매장,
7900,완료,3000,486,2019-05-20 14:18:18,테이크아웃,
7901,완료,2500,627,2019-05-22 21:05:02,테이크아웃,
7902,완료,19500,97,2019-05-23 15:05:38,테이크아웃,
7903,완료,5500,,2019-05-23 13:35:47,테이크아웃,
7904,완료,17500,549,2019-05-25 16:16:34,테이크아웃,
7905,완료,10000,613,2019-05-20 06:02:01,테이크아웃,
7906,완료,9000,409,2019-05-20 12:05:04,매장,
7907,완료,7000,,2019-05-25 07:52:21,매장,
7908,완료,3500,226,2019-05-25 16:51:39,매장,
7909,완료,12000,,2019-05-21 12:34:08,매장,
7910,완료,10000,628,2019-05-20 12:26:03,매장,
7911,완료,15000,,2019-05-21 11:27:51,매장,
7912,완료,2000,416,2019-05-23 18:00:40,테이크아웃,
7913,완료,1500,205,2019-05-20 09:36:38,매장,
7914,완료,1500,,2019-05-20 11:45:53,테이크아웃,
7915,완료,11000,,2019-05-25 12:13:17,테이크아웃,
7916,완료,10500,,2019-05-25 11:13:08,테이크아웃,
7917,완료,12000,204,2019-05-22 13:41:13,테이크아웃,
7918,완료,4000,,2019-05-26 11:37:51,테이크아웃,
7919,완료,18000,570,2019-05-20 12:35:02,테이크아웃,
7920,완료,3000,629,2019-05-21 12:49:08,테이크아웃,
7921,완료,6000,,2019-05-26 20:14:55,매장,
7922,완료,11000,5,2019-05-22 08:30:32,테이크아웃,
7923,완료,16500,,2019-05-22 18:25:17,테이크아웃,
7924,완료,4500,439,2019-05-22 12:59:07,테이크아웃,
7925,완료,24000,,2019-05-20 14:55:20,테이크아웃,
7926,완료,8000,361,2019-05-26 11:52:02,테이크아웃,
7927,완료,5000,115,2019-05-25 15:27:20,테이크아웃,
7928,완료,10500,613,2019-05-25 13:08:44,테이크아웃,
7929,완료,5500,287,2019-05-22 22:18:11,매장,
7930,완료,10000,421,2019-05-20 11:34:02,테이크아웃,
7931,완료,16500,,2019-05-25 06:47:37,매장,
7932,완료,7500,437,2019-05-20 11:20:39,테이크아웃,
7933,완료,1500,570,2019-05-21 18:30:10,매장,
7934,취소,7000,431,2019-05-23 08:21:58,매장,
7935,완료,10500,,2019-05-22 09:12:57,매장,
7936,완료,8000,,2019-05-20 13:38:32,테이크아웃,
7937,완료,20500,,2019-05-20 15:35:13,매장,
7938,완료,15000,71,2019-05-22 12:35:41,테이크아웃,
7939,완료,5000,154,2019-05-21 13:47:25,테이크아웃,
7940,완료,3000,561,2019-05-26 16:55:42,매장,
7941,완료,15500,,2019-05-25 14:43:05,매장,
7942,완료,15000,,2019-05-23 07:02:44,테이크아웃,
7943,완료,4500,222,2019-05-20 23:08:29,테이크아웃,
7944,완료,8000,327,2019-05-26 10:13:24,테이크아웃,
7945,완료,10500,,2019-05-22 22:48:33,테이크아웃,
7946,완료,1500,630,2019-05-20 06:44:17,매장,
7947,완료,3000,631,2019-05-21 22:54:12,테이크아웃,
7948,완료,6000,91,2019-05-21 21:52:15,테이크아웃,
7949,완료,15000,561,2019-05-22 08:44:16,매장,
7950,완료,11000,,2019-05-25 13:04:23,매장,
7951,완료,9000,331,2019-05-26 13:43:50,매장,
7952,완료,8000,258,2019-05-21 11:14:56,테이크아웃,
7953,완료,3000,536,2019-05-23 11:28:57,테이크아웃,
7954,완료,3000,178,2019-05-20 13:26:08,테이크아웃,
7955,완료,36000,523,2019-05-25 13:00:04,테이크아웃,
7956,완료,3000,,2019-05-21 12:12:51,테이크아웃,
7957,완료,7500,,2019-05-26 11:25:04,테이크아웃,
7958,완료,2500,,2019-05-20 19:33:25,매장,
7959,완료,10000,,2019-05-21 10:25:23,매장,
7960,완료,5000,,2019-05-25 13:34:23,매장,
7961,완료,5000,,2019-05-22 10:43:46,테이크아웃,
7962,완료,3000,,2019-05-26 11:40:31,테이크아웃,
7963,완료,8500,604,2019-05-26 17:34:01,테이크아웃,
7964,완료,26000,474,2019-05-26 09:37:18,매장,
7965,완료,3500,76,2019-05-22 11:45:55,테이크아웃,
7966,완료,11000,167,2019-05-26 14:18:02,테이크아웃,
